"GEO_ID","NAME","P4_001N","P4_002N","P4_003N","P4_004N","P4_005N","P4_006N","P4_007N","P4_008N","P4_009N","P4_010N","P4_011N","P4_012N","P4_013N","P4_014N","P4_015N","P4_016N","P4_017N","P4_018N","P4_019N","P4_020N","P4_021N","P4_022N","P4_023N","P4_024N","P4_025N","P4_026N","P4_027N","P4_028N","P4_029N","P4_030N","P4_031N","P4_032N","P4_033N","P4_034N","P4_035N","P4_036N","P4_037N","P4_038N","P4_039N","P4_040N","P4_041N","P4_042N","P4_043N","P4_044N","P4_045N","P4_046N","P4_047N","P4_048N","P4_049N","P4_050N","P4_051N","P4_052N","P4_053N","P4_054N","P4_055N","P4_056N","P4_057N","P4_058N","P4_059N","P4_060N","P4_061N","P4_062N","P4_063N","P4_064N","P4_065N","P4_066N","P4_067N","P4_068N","P4_069N","P4_070N","P4_071N","P4_072N","P4_073N",
"7000000US4200300G171","UPPER ST. CLAIR WARD 04 DISTRICT 04, Allegheny County, Pennsylvania","1389","33","1356","1327","1179","9","0","139","0","0","29","28","0","12","7","0","8","0","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G180","UPPER ST. CLAIR WARD 05 DISTRICT 01, Allegheny County, Pennsylvania","1266","19","1247","1217","1050","9","0","152","0","6","30","30","2","7","6","0","15","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G190","UPPER ST. CLAIR WARD 05 DISTRICT 02, Allegheny County, Pennsylvania","806","20","786","781","752","4","0","21","0","4","5","5","1","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G200","UPPER ST. CLAIR WARD 05 DISTRICT 03, Allegheny County, Pennsylvania","884","17","867","841","719","5","0","114","0","3","26","26","6","2","8","1","7","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G210","VERONA DISTRICT 01, Allegheny County, Pennsylvania","612","11","601","582","515","61","0","5","0","1","19","19","5","8","1","0","3","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G220","VERONA DISTRICT 02, Allegheny County, Pennsylvania","678","26","652","632","572","54","0","6","0","0","20","20","8","5","0","0","1","2","0","0","3","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G230","VERONA DISTRICT 03, Allegheny County, Pennsylvania","670","9","661","642","600","42","0","0","0","0","19","19","4","6","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G240","VERSAILLES DISTRICT 01, Allegheny County, Pennsylvania","673","10","663","650","580","63","2","3","0","2","13","13","4","5","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G250","VERSAILLES DISTRICT 02, Allegheny County, Pennsylvania","593","12","581","554","476","71","1","1","0","5","27","26","14","5","0","0","6","0","0","1","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G260","WALL Voting District, Allegheny County, Pennsylvania","412","11","401","383","349","33","0","0","0","1","18","18","3","9","0","1","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G271","WEST DEER DISTRICT 01, Allegheny County, Pennsylvania","1721","26","1695","1674","1650","3","3","13","0","5","21","21","3","10","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G281","WEST DEER DISTRICT 02, Allegheny County, Pennsylvania","761","5","756","731","729","2","0","0","0","0","25","25","0","11","3","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G291","WEST DEER DISTRICT 03, Allegheny County, Pennsylvania","1050","9","1041","1019","997","16","1","3","0","2","22","20","0","12","0","0","7","0","0","0","0","0","0","0","0","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G301","WEST DEER DISTRICT 04, Allegheny County, Pennsylvania","1060","7","1053","1040","1039","0","0","0","0","1","13","13","0","0","2","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G311","WEST DEER DISTRICT 05, Allegheny County, Pennsylvania","1204","32","1172","1136","1131","1","1","1","0","2","36","35","2","18","6","0","7","2","0","0","0","0","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G320","WEST DEER DISTRICT 06, Allegheny County, Pennsylvania","851","6","845","828","822","0","2","0","0","4","17","17","1","10","0","0","4","0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G323","WEST DEER DISTRICT 07, Allegheny County, Pennsylvania","1910","19","1891","1864","1854","6","0","3","0","1","27","25","0","13","3","0","9","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G325","WEST DEER DISTRICT 08, Allegheny County, Pennsylvania","1507","13","1494","1471","1454","4","0","11","0","2","23","21","2","5","7","0","7","0","0","0","0","0","0","0","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G330","WEST ELIZABETH Voting District, Allegheny County, Pennsylvania","320","8","312","303","299","4","0","0","0","0","9","8","0","6","0","0","0","2","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G341","WEST HOMESTEAD DISTRICT 01, Allegheny County, Pennsylvania","502","21","481","454","264","179","0","7","0","4","27","22","7","2","6","0","4","2","0","0","1","0","0","0","0","0","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G360","WEST HOMESTEAD DISTRICT 03, Allegheny County, Pennsylvania","554","4","550","535","529","6","0","0","0","0","15","14","2","7","1","0","0","0","0","0","4","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G370","WEST HOMESTEAD DISTRICT 02, Allegheny County, Pennsylvania","531","2","529","529","524","3","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G380","WEST MIFFLIN DISTRICT 01, Allegheny County, Pennsylvania","830","9","821","796","714","77","0","2","0","3","25","23","10","8","5","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G390","WEST MIFFLIN DISTRICT 02, Allegheny County, Pennsylvania","488","10","478","450","212","235","3","0","0","0","28","22","9","6","2","0","3","0","0","0","2","0","0","0","0","0","0","6","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G400","WEST MIFFLIN DISTRICT 03, Allegheny County, Pennsylvania","587","21","566","552","462","89","0","0","0","1","14","14","8","0","0","0","1","3","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G410","WEST MIFFLIN DISTRICT 04, Allegheny County, Pennsylvania","392","5","387","379","90","287","0","0","0","2","8","8","6","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G420","WEST MIFFLIN DISTRICT 05, Allegheny County, Pennsylvania","1078","11","1067","1043","987","53","0","2","0","1","24","24","3","12","4","0","4","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G430","WEST MIFFLIN DISTRICT 06, Allegheny County, Pennsylvania","365","3","362","350","336","12","1","1","0","0","12","11","3","3","1","0","4","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G440","WEST MIFFLIN DISTRICT 07, Allegheny County, Pennsylvania","834","8","826","803","733","63","0","7","0","0","23","23","9","5","0","1","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G450","WEST MIFFLIN DISTRICT 08, Allegheny County, Pennsylvania","683","6","677","647","424","216","0","1","0","6","30","29","15","0","4","0","2","2","4","0","2","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G460","WEST MIFFLIN DISTRICT 09, Allegheny County, Pennsylvania","920","29","891","854","730","111","0","7","0","6","37","37","15","9","3","0","3","5","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G470","WEST MIFFLIN DISTRICT 10, Allegheny County, Pennsylvania","578","20","558","548","499","41","0","2","0","6","10","8","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G480","WEST MIFFLIN DISTRICT 11, Allegheny County, Pennsylvania","967","18","949","902","820","73","0","8","0","1","47","46","7","15","2","1","19","0","0","1","1","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G490","WEST MIFFLIN DISTRICT 12, Allegheny County, Pennsylvania","1272","43","1229","1167","983","150","2","28","0","4","62","59","23","18","6","0","12","0","0","0","0","0","0","0","0","0","0","3","2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G500","WEST MIFFLIN DISTRICT 13, Allegheny County, Pennsylvania","605","12","593","567","517","40","0","2","0","8","26","26","6","8","3","1","5","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G510","WEST MIFFLIN DISTRICT 14, Allegheny County, Pennsylvania","979","17","962","951","926","22","0","2","0","1","11","11","4","4","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G520","WEST MIFFLIN DISTRICT 15, Allegheny County, Pennsylvania","689","17","672","652","554","88","2","3","0","5","20","18","1","3","0","0","6","5","0","0","2","0","0","0","1","0","0","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G530","WEST MIFFLIN DISTRICT 16, Allegheny County, Pennsylvania","1270","21","1249","1227","1163","43","1","15","0","5","22","22","4","5","5","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G540","WEST MIFFLIN DISTRICT 17, Allegheny County, Pennsylvania","641","4","637","624","606","9","0","1","0","8","13","13","4","2","2","0","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G550","WEST MIFFLIN DISTRICT 18, Allegheny County, Pennsylvania","930","11","919","889","831","47","0","7","0","4","30","27","12","3","0","0","5","5","2","0","0","0","0","0","0","0","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G560","WEST MIFFLIN DISTRICT 19, Allegheny County, Pennsylvania","677","11","666","661","645","12","0","4","0","0","5","4","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G570","WEST MIFFLIN DISTRICT 20, Allegheny County, Pennsylvania","396","2","394","394","380","14","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G580","WEST MIFFLIN DISTRICT 21, Allegheny County, Pennsylvania","799","8","791","768","679","44","0","41","0","4","23","21","3","3","2","0","9","3","1","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G590","WEST VIEW DISTRICT 01, Allegheny County, Pennsylvania","805","28","777","752","710","26","2","12","1","1","25","22","6","9","4","0","0","1","1","0","0","0","0","0","0","1","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G600","WEST VIEW DISTRICT 02, Allegheny County, Pennsylvania","887","15","872","839","793","27","3","12","0","4","33","30","9","15","0","0","3","0","2","0","0","0","0","0","0","1","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G611","WEST VIEW DISTRICT 03, Allegheny County, Pennsylvania","685","24","661","625","579","28","1","15","0","2","36","33","4","8","1","0","15","2","3","0","0","0","0","0","0","0","0","3","0","0","0","2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G621","WEST VIEW DISTRICT 06, Allegheny County, Pennsylvania","808","12","796","770","749","8","0","13","0","0","26","22","3","8","4","1","5","1","0","0","0","0","0","0","0","0","0","4","3","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G630","WEST VIEW DISTRICT 04, Allegheny County, Pennsylvania","664","14","650","628","612","8","0","5","0","3","22","22","2","7","0","0","12","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G640","WEST VIEW DISTRICT 05, Allegheny County, Pennsylvania","831","15","816","798","779","13","1","4","0","1","18","18","5","5","5","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G645","WEST VIEW DISTRICT 07, Allegheny County, Pennsylvania","688","12","676","663","638","13","0","12","0","0","13","13","3","3","3","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G650","WHITAKER DISTRICT 01, Allegheny County, Pennsylvania","627","14","613","585","498","80","0","6","0","1","28","27","2","17","2","0","2","0","1","0","3","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G660","WHITAKER DISTRICT 02, Allegheny County, Pennsylvania","336","13","323","307","259","48","0","0","0","0","16","16","4","8","0","0","1","1","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G670","WHITE OAK DISTRICT 01, Allegheny County, Pennsylvania","910","11","899","865","822","37","0","2","0","4","34","33","8","18","0","0","6","1","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G680","WHITE OAK DISTRICT 02, Allegheny County, Pennsylvania","1025","12","1013","992","898","72","2","7","2","11","21","20","2","6","4","2","6","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G690","WHITE OAK DISTRICT 03, Allegheny County, Pennsylvania","964","9","955","930","857","69","0","3","1","0","25","23","9","6","1","1","4","2","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G700","WHITE OAK DISTRICT 04, Allegheny County, Pennsylvania","794","16","778","767","740","27","0","0","0","0","11","9","3","2","2","0","2","0","0","0","0","0","0","0","0","0","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G710","WHITE OAK DISTRICT 05, Allegheny County, Pennsylvania","841","12","829","804","754","36","3","7","2","2","25","23","3","12","2","1","5","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G720","WHITE OAK DISTRICT 06, Allegheny County, Pennsylvania","856","19","837","819","782","21","2","5","0","9","18","18","3","11","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G730","WHITE OAK DISTRICT 07, Allegheny County, Pennsylvania","1202","13","1189","1172","1104","48","0","12","2","6","17","16","5","4","0","0","7","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G740","WHITEHALL DISTRICT 01, Allegheny County, Pennsylvania","609","12","597","590","534","5","0","51","0","0","7","7","2","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G750","WHITEHALL DISTRICT 02, Allegheny County, Pennsylvania","618","6","612","598","581","2","0","15","0","0","14","13","0","8","1","0","4","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G760","WHITEHALL DISTRICT 03, Allegheny County, Pennsylvania","767","3","764","738","703","1","1","31","0","2","26","26","5","4","1","0","16","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G770","WHITEHALL DISTRICT 04, Allegheny County, Pennsylvania","705","4","701","690","639","6","2","42","1","0","11","11","0","5","2","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G780","WHITEHALL DISTRICT 05, Allegheny County, Pennsylvania","808","19","789","768","555","19","1","188","1","4","21","21","6","9","3","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G790","WHITEHALL DISTRICT 06, Allegheny County, Pennsylvania","1864","36","1828","1770","678","440","2","643","0","7","58","58","18","13","7","0","16","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G800","WHITEHALL DISTRICT 07, Allegheny County, Pennsylvania","481","0","481","478","467","3","0","8","0","0","3","3","0","0","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G810","WHITEHALL DISTRICT 08, Allegheny County, Pennsylvania","990","17","973","948","885","7","0","56","0","0","25","24","1","6","15","0","1","0","0","0","0","0","0","0","1","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G820","WHITEHALL DISTRICT 09, Allegheny County, Pennsylvania","591","5","586","580","491","4","1","81","0","3","6","6","1","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G830","WHITEHALL DISTRICT 10, Allegheny County, Pennsylvania","705","9","696","688","623","0","0","65","0","0","8","8","2","1","4","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
"7000000US4200300G840","WHITEHALL DISTRICT 11, Allegheny County, Pennsylvania","562","2","560","549","524","2","0","23","0","0","11","10","0","1","2","0","7","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
